declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2003,California                    ,"West Covina, California",No,798.62,1.0,2003-10-21
2003,California                    ,"West Covina, California",No,,,2003-10-21
2003,California                    ,"Alhambra, California",No,,,2003-10-21
2003,California                    ,"Alpine, California",No,1169720.9,167.0,2003-10-21
2007,California                    ,"Alpine, California",No,,,2007-10-21
2003,California                    ,"Bonita, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Bonita, California",No,,,2007-10-21
2003,California                    ,"Alpine, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Boulevard, California",No,2247.6400000000003,5.0,2003-10-21
2007,California                    ,"Boulevard, California",No,,,2007-10-21
2003,California                    ,"Campo, California",No,8240.29,9.0,2003-10-21
2007,California                    ,"Campo, California",No,,,2007-10-21
2003,California                    ,"Chula Vista, California",No,153.18,1.0,2003-10-21
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2003,California                    ,"Chula Vista, California",No,,,2003-10-21
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2003,California                    ,"Chula Vista, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2003,California                    ,"Chula Vista, California",No,,,2003-10-21
2007,California                    ,"Chula Vista, California",No,,,2007-10-21
2003,California                    ,"Descanso, California",No,472455.42,53.0,2003-10-21
2003,California                    ,"Dulzura, California",No,4502.75,2.0,2003-10-21
2007,California                    ,"Dulzura, California",No,,,2007-10-21
2003,California                    ,"Guatay, California",No,2437.65,2.0,2003-10-21
2007,California                    ,"Guatay, California",No,,,2007-10-21
2003,California                    ,"Imperial Beach, California",No,712.64,1.0,2003-10-21
2007,California                    ,"Imperial Beach, California",No,,,2007-10-21
2003,California                    ,"Jacumba, California",No,2509.84,2.0,2003-10-21
2007,California                    ,"Jacumba, California",No,,,2007-10-21
2003,California                    ,"Jamul, California",No,63759.96000000001,24.0,2003-10-21
2007,California                    ,"Jamul, California",No,,,2007-10-21
2003,California                    ,"La Mesa, California",No,,,2003-10-21
2007,California                    ,"La Mesa, California",No,,,2007-10-21
2003,California                    ,"La Mesa, California",No,0.0,0.0,2003-10-21
2007,California                    ,"La Mesa, California",No,,,2007-10-21
2003,California                    ,"Lemon Grove, California",No,1932.41,3.0,2003-10-21
2007,California                    ,"Lemon Grove, California",No,,,2007-10-21
2003,California                    ,"Mount Laguna, California",No,0.0,0.0,2003-10-21
2003,California                    ,"National City, California",No,1474.67,2.0,2003-10-21
2007,California                    ,"National City, California",No,,,2007-10-21
2003,California                    ,"Pine Valley, California",No,6128.75,11.0,2003-10-21
2007,California                    ,"Pine Valley, California",No,,,2007-10-21
2003,California                    ,"Potrero, California",No,971.8600000000001,3.0,2003-10-21
2007,California                    ,"Potrero, California",No,,,2007-10-21
2003,California                    ,"Spring Valley, California",No,,,2003-10-21
2007,California                    ,"Spring Valley, California",No,,,2007-10-21
2003,California                    ,"Spring Valley, California",No,3389.72,1.0,2003-10-21
2007,California                    ,"Spring Valley, California",No,,,2007-10-21
2007,California                    ,"Tecate, California",No,,,2007-10-21
2007,California                    ,"Bonsall, California",No,,,2007-10-21
2003,California                    ,"Borrego Springs, California",No,,,2003-10-21
2003,California                    ,"Cardiff By The Sea, California",No,,,2003-10-21
2007,California                    ,"Cardiff By The Sea, California",No,,,2007-10-21
2003,California                    ,"Carlsbad, California",No,,,2003-10-21
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2003,California                    ,"Carlsbad, California",No,,,2003-10-21
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2007,California                    ,"Carlsbad, California",No,,,2007-10-21
2003,California                    ,"Del Mar, California",No,,,2003-10-21
2007,California                    ,"Del Mar, California",No,,,2007-10-21
2003,California                    ,"El Cajon, California",No,1687274.17,164.0,2003-10-21
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2003,California                    ,"El Cajon, California",No,8726.55,6.0,2003-10-21
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2003,California                    ,"El Cajon, California",No,2453529.29,239.0,2003-10-21
2007,California                    ,"El Cajon, California",No,,,2007-10-21
2003,California                    ,"Encinitas, California",No,,,2003-10-21
2007,California                    ,"Encinitas, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,5396.95,1.0,2003-10-21
2007,California                    ,"Escondido, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,33814.55,8.0,2003-10-21
2007,California                    ,"Escondido, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,687889.36,64.0,2003-10-21
2007,California                    ,"Escondido, California",No,,,2007-10-21
2003,California                    ,"Fallbrook, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Fallbrook, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,,,2003-10-21
2007,California                    ,"Escondido, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,,,2003-10-21
2007,California                    ,"Escondido, California",No,,,2007-10-21
2003,California                    ,"Julian, California",No,2516395.58,260.0,2003-10-21
2007,California                    ,"Julian, California",No,,,2007-10-21
2003,California                    ,"La Jolla, California",No,,,2003-10-21
2007,California                    ,"La Jolla, California",No,,,2007-10-21
2003,California                    ,"Lakeside, California",No,3625844.9,309.0,2003-10-21
2007,California                    ,"Lakeside, California",No,,,2007-10-21
2003,California                    ,"Escondido, California",No,,,2003-10-21
2003,California                    ,Error,No,,,2003-10-21
2003,California                    ,"Oceanside, California",No,762.03,1.0,2003-10-21
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2003,California                    ,"Oceanside, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2007,California                    ,"Oceanside, California",No,,,2007-10-21
2003,California                    ,"Pala, California",No,5436.84,1.0,2003-10-21
2007,California                    ,"Pala, California",No,,,2007-10-21
2003,California                    ,"Palomar Mountain, California",No,6056.73,3.0,2003-10-21
2007,California                    ,"Palomar Mountain, California",No,,,2007-10-21
2003,California                    ,"Pauma Valley, California",No,225435.46,32.0,2003-10-21
2007,California                    ,"Pauma Valley, California",No,,,2007-10-21
2003,California                    ,"Poway, California",No,558653.62,62.0,2003-10-21
2007,California                    ,"Poway, California",No,,,2007-10-21
2003,California                    ,"Ramona, California",No,2212415.84,186.0,2003-10-21
2007,California                    ,"Ramona, California",No,,,2007-10-21
2003,California                    ,"Ranchita, California",No,,,2003-10-21
2007,California                    ,"Ranchita, California",No,,,2007-10-21
2007,California                    ,"Rancho Santa Fe, California",No,,,2007-10-21
2003,California                    ,"San Marcos, California",No,0.0,0.0,2003-10-21
2007,California                    ,"San Marcos, California",No,,,2007-10-21
2003,California                    ,"Santa Ysabel, California",No,137780.62,18.0,2003-10-21
2007,California                    ,"Santa Ysabel, California",No,,,2007-10-21
2003,California                    ,"Santee, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Santee, California",No,,,2007-10-21
2003,California                    ,"Santee, California",No,,,2003-10-21
2003,California                    ,"Solana Beach, California",No,,,2003-10-21
2007,California                    ,"Solana Beach, California",No,,,2007-10-21
2007,California                    ,Error,No,,,2007-10-21
2007,California                    ,"San Marcos, California",No,,,2007-10-21
2003,California                    ,"Vista, California",No,,,2003-10-21
2007,California                    ,"Vista, California",No,,,2007-10-21
2003,California                    ,"Valley Center, California",No,2814154.6100000003,285.0,2003-10-21
2007,California                    ,"Valley Center, California",No,,,2007-10-21
2007,California                    ,"Vista, California",No,,,2007-10-21
2003,California                    ,"Vista, California",No,,,2003-10-21
2007,California                    ,"Vista, California",No,,,2007-10-21
2003,California                    ,"Vista, California",No,,,2003-10-21
